Topic,ID,Start Time,File Size,Total Views,Total Downloads,Last Accessed,
Karya Indonesia Cerdas' Zoom Meeting,898 8122 9746,"Jul 14, 2021 12:26:24",5 MB(2 Files),0,0,
Meeting with Mr. Henning,885 6211 6438,"Jul 12, 2021 20:53:43",2.57 GB(5 Files),0,0,
Meeting dengan dr. Iyus,840 1808 1248,"Jul 12, 2021 20:05:48",1.17 GB(6 Files),0,0,
Meeting dengan Pak Donny,897 1608 1418,"Jul 12, 2021 19:25:25",1.37 GB(5 Files),0,0,
Meeting Team Smart RS dengan Dr. Brian KSP,851 8322 4639,"Jul 11, 2021 14:52:37",1.07 GB(5 Files),2,1,"Jul 15, 2021 19:16:01"
"""Online Talkshow PTPI: Langkah Praktis Selamat dan Tepat Guna Untuk Menghadapi Lonjakan Kasus COVID-19 Ditengah Keterbatasan Ruang Isolasi, Oksigen, dan Tenaga Kesehatan""",875 2413 8687,"Jul 09, 2021 14:25:08",3.65 GB(6 Files),0,0,
GR Panitia talk show,875 7544 2909,"Jul 09, 2021 08:31:31",4.69 GB(6 Files),1,2,"Jul 12, 2021 10:02:48"
GR Talk Show PTPI,860 7969 8702,"Jul 08, 2021 20:33:48",134 MB(2 Files),0,0,
GR Talk Show PTPI,860 7969 8702,"Jul 08, 2021 18:31:18",119 KB(2 Files),0,0,
Contact Web Crawler Discussion with Dr. Nilashi,897 4560 0930,"Jul 06, 2021 09:24:20",220 MB(5 Files),2,1,"Jul 06, 2021 10:24:37"
Partisipasi PTPI dalam Situasi Darurat Covid,812 1390 5713,"Jul 05, 2021 17:45:31",1.26 GB(8 Files),0,0,
Zoom dengan Pak Danny BAKTI,863 4435 7925,"Jul 04, 2021 16:54:28",2.55 GB(5 Files),0,0,
Rapat Internal PTPI,847 4473 4679,"Jul 03, 2021 14:02:09",2.7 GB(6 Files),1,0,"Jul 09, 2021 21:00:47"
"Hari 2 Workshop Prinsip Dasar, Regulasi dan Implementasi Sistem Mekanikal dan Elektrikal di Rumah Sakit",832 3438 8042,"Jun 26, 2021 07:24:57",4.53 GB(8 Files),10,11,"Jul 04, 2021 07:28:51"
Karya Indonesia Cerdas' Zoom Meeting,811 5260 4549,"Jun 25, 2021 20:15:23",2 MB(2 Files),0,0,
Interview IT,831 9245 6707,"Jun 25, 2021 18:24:15",216 KB(2 Files),1,0,"Jun 26, 2021 13:27:43"
"Hari 1 Workshop Prinsip Dasar, Regulasi dan Implementasi Sistem Mekanikal dan Elektrikal di Rumah Sakit",896 2555 6838,"Jun 25, 2021 12:55:04",5.51 GB(6 Files),8,9,"Aug 09, 2021 13:05:13"
GR Panitia dan Koordinasi WS ME,833 3013 7670,"Jun 25, 2021 09:31:47",1.4 GB(5 Files),2,0,"Jul 01, 2021 22:37:24"
Gladi Resik Pembicara Workshop PTPI M&E,845 4416 5214,"Jun 24, 2021 18:50:30",2.7 GB(6 Files),0,0,
Interview Staf IT KIC,848 8474 7225,"Jun 23, 2021 18:34:51",1.58 GB(6 Files),2,0,"Jul 01, 2021 21:50:14"
Meeting Narasumber Workshop PTPI,897 7999 8099,"Jun 22, 2021 18:52:52",810 MB(6 Files),0,0,
"Workshop Penulisan Makalah Jurnal atau Proceeding Scopus dalam Bidang Kesehatan, Manajemen, Sains dan Teknologi (Sesi 2)",838 2327 8642,"Jun 19, 2021 07:20:57",4.34 GB(8 Files),0,0,
Gladi Resik Workshop Publikasi Hari ke-2,862 5472 7350,"Jun 18, 2021 21:03:21",265 MB(4 Files),0,0,
Meeting LSP PTPI,814 8241 7285,"Jun 18, 2021 19:42:51",562 MB(5 Files),1,1,"Jun 29, 2021 14:19:20"
Karya Indonesia Cerdas' Zoom Meeting,894 3759 6779,"Jun 18, 2021 19:30:48",181 KB(2 Files),0,0,
"Workshop Penulisan Makalah Jurnal atau Proceeding Scopus dalam Bidang Kesehatan, Manajemen, Sains, dan Teknologi (Sesi 1)",864 5275 2311,"Jun 18, 2021 13:01:29",3.3 GB(8 Files),0,0,
Gladi Resik Workshop Publikasi,896 6996 5551,"Jun 18, 2021 08:59:25",235 MB(5 Files),0,0,
tes Media dan MC untuk Workshop Publikasi,858 5437 7007,"Jun 17, 2021 18:52:45",489 KB(2 Files),0,0,
tes media workshop publikasi,852 3458 4974,"Jun 17, 2021 15:58:54",237 KB(2 Files),0,0,
Gladi Resik dengan Narasumber Workshop Publikasi,838 9286 3267,"Jun 16, 2021 18:34:18",750 MB(6 Files),3,0,"Jun 23, 2021 11:07:43"
"Workshop Penulisan Makalah Jurnal atau Proceeding Scopus dalam Bidang Kesehatan, Manajemen, Sains, dan Teknologi (Sesi 1)",864 5275 2311,"Jun 16, 2021 11:13:39",216 KB(2 Files),0,0,
diskusi UTS,871 6169 3052,"Jun 16, 2021 10:34:14",166 MB(3 Files),0,0,
Meeting Prof. Eko Supriyanto Dengan Rektor UMK,845 0073 2313,"Jun 16, 2021 08:47:33",769 MB(3 Files),5,0,"Jun 23, 2021 11:07:32"
Meeting Prof. Eko Supriyanto Dengan Rektor UMK,845 0073 2313,"Jun 15, 2021 13:49:34",577 KB(2 Files),0,0,
Meeting PTPI dan Persiapan Workshop Berikutnya,812 7437 5756,"Jun 12, 2021 15:21:13",2.06 GB(6 Files),0,0,
Zoom dengan Pak Setyo terkait Workshop ME PTPI,860 9502 2863,"Jun 07, 2021 20:32:20",1.24 GB(5 Files),0,0,
Meeting Akta PT TPI,873 6481 7103,"Jun 07, 2021 16:00:48",110 MB(4 Files),0,0,
Rapat PTPI & SMART RS,857 9973 6770,"Jun 05, 2021 13:54:38",276 KB(2 Files),1,0,"Jul 01, 2021 21:53:34"
Diskusi & Evaluasi WS Fisik Maya,868 1146 2255,"Jun 05, 2021 10:04:26",1.14 GB(7 Files),2,0,"Jun 08, 2021 11:45:32"
Seminar Online Perkumpulan Teknik Perumahsakitan Indonesia (PTPI),828 0424 2973,"Jun 04, 2021 13:40:59",4.87 GB(11 Files),8,2,"Nov 10, 2021 16:31:54"
GR PANITIA,868 9949 0180,"Jun 04, 2021 11:14:01",316 MB(6 Files),0,0,
GR PANITIA,852 2325 9083,"Jun 04, 2021 09:57:01",1.11 GB(5 Files),0,0,
Gladi Resik Seminar PTPI,835 3628 6264,"Jun 03, 2021 20:12:38",2.68 GB(8 Files),0,0,
Karya Indonesia Cerdas' Zoom Meeting,815 9891 4977,"Jun 03, 2021 17:38:24",329 KB(2 Files),0,0,
GR Panitia untuk Seminar Online PTPI,818 8195 1870,"Jun 03, 2021 09:59:21",383 KB(2 Files),0,0,
Karya Indonesia Cerdas' Zoom Meeting,835 5406 3510,"Jun 02, 2021 15:09:27",82 KB(2 Files),0,0,
Karya Indonesia Cerdas' Zoom Meeting,815 3199 9514,"Jun 02, 2021 09:59:52",120 KB(2 Files),0,0,
Karya Indonesia Cerdas' Zoom Meeting,882 6412 7683,"May 31, 2021 14:43:10",241 KB(2 Files),0,0,
Zoom Proposal dengan UTS,862 0639 5453,"May 29, 2021 18:55:40",1.92 GB(6 Files),1,0,"May 31, 2021 09:27:06"
PTPI Meeting,825 8635 3468,"May 29, 2021 13:08:35",3.89 GB(6 Files),0,0,
PTPI Meeting,825 8635 3468,"May 28, 2021 16:51:12",1 MB(2 Files),0,0,
Diskusi Proposal dengan UTS,811 9271 2423,"May 25, 2021 18:52:16",1.66 GB(8 Files),7,0,"Jul 16, 2021 21:42:15"
Meeting PTPI,839 7595 8288,"May 22, 2021 13:42:42",2.37 GB(6 Files),0,0,
Diskusi Proposal Dengan UTS,863 0079 9490,"May 21, 2021 18:41:34",2.16 GB(6 Files),33,6,"Aug 06, 2021 11:51:42"
Interview,868 3335 6236,"May 21, 2021 12:02:00",163 KB(2 Files),1,0,"May 21, 2021 21:07:42"
Pembahasan Revisi Akta Notaris,816 5229 2074,"May 21, 2021 10:32:30",368 MB(4 Files),0,0,
Meeting Internal,840 5927 1484,"May 20, 2021 20:08:27",114 KB(2 Files),0,0,
Zoom Test,814 7610 3906,"May 11, 2021 11:47:35",883 KB(2 Files),0,0,
Ngabuburit Online,847 9862 4230,"May 10, 2021 14:22:32",2.1 GB(6 Files),0,0,
GR seminar tes mic,810 8796 9558,"May 10, 2021 12:04:19",344 KB(2 Files),0,0,
Karya Indonesia Cerdas' Zoom Meeting,860 8372 3262,"May 10, 2021 12:01:03",641 KB(2 Files),0,0,
WORKSHOP ONLINE RENCANA INDUK (MASTER PLAN) RUMAH SAKIT DI ERA NEW NORMAL,820 5304 7373,"May 08, 2021 07:37:32",5.18 GB(6 Files),651,35,"Jul 22, 2021 19:09:54"
GR Pembicara Workshop PTPI,872 2794 6893,"May 07, 2021 20:39:51",1.91 GB(5 Files),0,0,
Diskusi Workshop Publikasi,823 2744 2579,"May 07, 2021 13:38:13",3.55 GB(6 Files),0,0,
Diskusi Workshop Publikasi,823 2744 2579,"May 07, 2021 13:34:37",2 MB(2 Files),0,0,
GR Panitia Workshop PTPI,823 0934 2772,"May 06, 2021 14:21:18",208 MB(5 Files),0,0,
Meeting With ITPLN,884 8867 4823,"May 03, 2021 12:52:43",1.53 GB(5 Files),0,0,
WORKSHOP ONLINE RENCANA INDUK (MASTER PLAN) RUMAH SAKIT DI ERA NEW NORMAL,892 6898 6934,"May 01, 2021 07:17:05",4.49 GB(8 Files),144,55,"Oct 08, 2021 10:46:37"
Gladi Resik Keseluruhan,873 6228 8554,"Apr 30, 2021 20:42:20",2.5 GB(7 Files),0,0,
test zoom,886 1575 6739,"Apr 30, 2021 20:13:44",389 KB(2 Files),0,0,
Gladi Resik,859 9931 1298,"Apr 30, 2021 15:18:45",979 KB(2 Files),0,0,
Joint Publication on Covid Health Risk Assessment,816 2548 6229,"Apr 30, 2021 12:35:51",259 MB(2 Files),0,0,
Meeting PTPI,884 6632 8936,"Apr 27, 2021 20:30:15",1.27 GB(7 Files),0,0,
Meeting ITPLN,811 1129 1081,"Apr 26, 2021 12:46:36",2.16 GB(6 Files),0,0,
Diskusi tentang SMART RS di Rayhan,886 9019 7646,"Apr 24, 2021 17:01:46",2.3 GB(6 Files),0,0,
Pengarahan dan Diskusi Project Perencanaan Instalasi Naik Daya untuk RSUD Tugu Koja,839 4152 6529,"Apr 14, 2021 08:50:36",648 MB(5 Files),0,1,"Apr 15, 2021 20:17:31"
PTPI Meeting,860 4048 4549,"Apr 07, 2021 19:54:15",309 KB(2 Files),0,0,
Smart RS Meeting  (RSU Rayhan Subang),840 2298 8501,"Apr 07, 2021 18:30:09",830 MB(7 Files),1,0,"Jul 01, 2021 22:21:57"
Update Progress SMART RS,859 5715 3450,"Apr 01, 2021 21:01:44",1.78 GB(5 Files),0,0,
Diskusi Perencanaan Rumah Sakit,897 8494 2324,"Apr 01, 2021 18:39:15",1.05 GB(7 Files),0,0,
Interview,821 3018 9122,"Mar 27, 2021 18:52:35",1.26 GB(5 Files),4,1,"Jul 01, 2021 21:55:12"
Topik Perencanaan Kerjasama Pembangunan Beberapa Rumah Sakit,875 6197 5316,"Mar 27, 2021 13:50:58",3.63 GB(6 Files),0,1,"Mar 28, 2021 12:18:24"
Progress Rumah Sakit Rayhan,849 3444 2811,"Mar 24, 2021 16:02:58",2.43 GB(6 Files),0,0,
Pembahasan Sistem Smart RS untuk Rumah Sakit Rayhan,894 0526 0721,"Mar 21, 2021 16:01:28",925 MB(5 Files),0,0,
PTPI Workshop 2021,830 6913 4304,"Mar 20, 2021 07:09:41",1.41 GB(6 Files),13,5,"Mar 24, 2021 14:44:59"
PTPI Workshop 2021,873 3929 8403,"Mar 19, 2021 12:42:49",6.05 GB(6 Files),13,4,"Mar 24, 2021 14:50:01"
Diskusi Kerjasama dengan dr. Budi,858 0033 5554,"Mar 18, 2021 11:52:03",212 MB(3 Files),1,0,"Mar 18, 2021 13:00:48"
Diskusi Kerjasama dengan dr. Budi,858 0033 5554,"Mar 18, 2021 11:51:38",542 KB(2 Files),0,0,
Gladi Resik Workshop PTPI,817 0090 9001,"Mar 17, 2021 19:14:12",1.51 GB(6 Files),1,2,"Mar 24, 2021 14:16:54"
Pertemuan Pembahasan SMART RS,870 4321 4841,"Mar 17, 2021 15:30:38","1,012 MB"(6 Files),758,5,"Mar 18, 2021 14:37:01"
 Meeting Keuangan PTPI,822 3291 2343,"Mar 12, 2021 20:14:46",433 MB(4 Files),1,1,"Mar 18, 2021 12:54:58"
Pembahasan Sistem Smart RS untuk Rumah Sakit Rayhan,824 4371 6994,"Mar 11, 2021 18:45:32",1.78 GB(5 Files),0,0,
Diskusi Tim Developer dengan dr. Iyus,812 0116 4199,"Mar 11, 2021 10:16:41",641 MB(4 Files),2,0,"Mar 15, 2021 09:31:11"
Manajemen Perubahan (2),846 5503 5593,"Mar 08, 2021 07:35:39",8.99 GB(12 Files),6,3,"Apr 08, 2021 14:17:19"
Manajemen Perubahan,851 9670 8726,"Mar 05, 2021 07:38:25",9.58 GB(12 Files),45,8,"Apr 07, 2021 13:53:34"
Diskusi Transformasi PT.PLN,885 8442 9997,"Feb 27, 2021 19:47:05",442 MB(3 Files),0,0,
Workshop Pembuatan Cetak Biru/Rencana Induk Sistem Fisik Maya Rumah Sakit - Hari Ke-10,815 0202 3319,"Feb 27, 2021 07:28:43",2.85 GB(7 Files),0,0,
Smart RS Meeting  (RSU Rayhan Subang),870 2696 1215,"Feb 25, 2021 16:21:06",1.68 GB(6 Files),1,0,"Mar 02, 2021 09:00:11"
Meeting dengan dr. Amiliana,878 7749 0731,"Feb 24, 2021 19:50:32",667 MB(5 Files),0,0,
Workshop Pembuatan Cetak Biru/Rencana Induk Sistem Fisik Maya Rumah Sakit - Hari Ke-9,895 0605 8189,"Feb 24, 2021 07:15:15",2.73 GB(6 Files),0,0,
Change Management  PLN UPDL,895 2637 8404,"Feb 23, 2021 14:57:30",734 MB(6 Files),2,0,"Feb 24, 2021 10:53:15"
Workshop Pembuatan Cetak Biru/Rencana Induk Sistem Fisik Maya Rumah Sakit - Hari Ke-8,875 0126 5691,"Feb 20, 2021 07:28:21",2.93 GB(5 Files),1,1,"Feb 22, 2021 21:49:34"
Workshop Pembuatan Cetak Biru/Rencana Induk Sistem Fisik Maya Rumah Sakit - Hari Ke-7,848 0052 1451,"Feb 17, 2021 07:15:35",3.06 GB(6 Files),1,1,"Feb 22, 2021 09:20:28"
Meeting Internship - 15 Feb 21,827 4472 2979,"Feb 15, 2021 17:07:50",85 MB(4 Files),1,0,"Jun 26, 2021 13:34:31"
Workshop Pembuatan Cetak Biru/Rencana Induk Sistem Fisik Maya Rumah Sakit - Hari 6,892 4157 2689,"Feb 13, 2021 07:11:19",2.85 GB(6 Files),2,1,"Jul 21, 2021 09:46:49"
Meeting Internship - 11 Feb 2021,868 0307 4758,"Feb 11, 2021 17:28:10",492 MB(4 Files),0,0,
Meeting KIC dengan Arrayan Group,860 2111 1977,"Feb 11, 2021 13:53:02",1.04 GB(5 Files),14,0,"Feb 25, 2021 09:57:49"
Meeting Dengan dr. Iyus,865 0362 5261,"Feb 11, 2021 11:34:41",1.72 GB(5 Files),6,1,"Mar 01, 2021 13:29:57"
Meeting Internship - 10 Feb 21,891 8602 3354,"Feb 10, 2021 17:02:41",375 MB(4 Files),0,0,
Workshop Pembuatan Cetak Biru/Rencana Induk Sistem Fisik Maya Rumah Sakit - Hari 5,816 0585 7710,"Feb 10, 2021 07:29:38",2.78 GB(6 Files),4,2,"Jul 21, 2021 09:49:49"
Meeting Internship,847 1652 4885,"Feb 09, 2021 16:52:24",549 MB(5 Files),0,0,
Workshop Pembuatan Cetak Biru/Rencana Induk Sistem Fisik Maya Rumah Sakit - Hari 4,898 4611 1938,"Feb 06, 2021 07:07:44",3.77 GB(6 Files),4,1,"Apr 09, 2021 14:33:05"
Interview,874 6811 1721,"Feb 05, 2021 18:42:05",1.63 GB(5 Files),5,1,"Jul 01, 2021 09:35:08"
MEETING DENGAN IEEE INDONESIA SECTION,817 5098 1228,"Feb 03, 2021 18:52:44",607 MB(3 Files),0,0,
Meeting Smart RS (RSU Rayhan),853 1158 8354,"Feb 03, 2021 15:52:26",1.11 GB(5 Files),0,1,"Feb 10, 2021 15:37:14"
Workshop Pembuatan Cetak Biru/Rencana Induk Sistem Fisik Maya Rumah Sakit - Hari 3,817 1511 0501,"Feb 03, 2021 07:04:11",3.1 GB(5 Files),3,1,"Apr 09, 2021 14:32:59"
TANYA JAWAB KONTRAK MAGANG,848 3214 9929,"Feb 02, 2021 18:55:02",759 MB(3 Files),0,0,
Karya Indonesia Cerdas' Zoom Meeting,893 6741 8661,"Feb 01, 2021 18:43:50",914 MB(4 Files),2,0,"Jul 01, 2021 22:06:44"
Meeting Penggunaan Sehat RI Dan Clockify,860 4527 6012,"Feb 01, 2021 10:31:37",230 MB(5 Files),0,0,
Pengenalan Internship KIC,813 8353 4682,"Feb 01, 2021 07:25:08",1.62 GB(6 Files),4,0,"Feb 01, 2021 16:05:10"
Workshop Pembuatan Cetak Biru/Rencana Induk Sistem Fisik Maya Rumah Sakit - Hari 2,896 1079 9884,"Jan 30, 2021 07:28:45",3.94 GB(6 Files),4,1,"Apr 09, 2021 14:09:49"
Karya Indonesia Cerdas' Zoom Meeting,872 5655 7353,"Jan 29, 2021 09:24:21",4.93 GB(6 Files),1,0,"Jul 01, 2021 21:59:21"
Karya Indonesia Cerdas' Zoom Meeting,818 8361 9971,"Jan 28, 2021 18:34:33",1.53 GB(5 Files),1,0,"Jul 01, 2021 21:59:05"
Workshop Pembuatan Cetak Biru/Rencana Induk Sistem Fisik Maya Rumah Sakit - Hari 1,863 5020 8829,"Jan 27, 2021 07:23:24",4.76 GB(6 Files),10,3,"Jun 11, 2021 13:32:18"
PLN PUSLITBANG,886 1530 0285,"Jan 18, 2021 14:56:45",313 MB(5 Files),0,0,
Meeting Bersama RS Subang,884 6491 0392,"Jan 15, 2021 08:41:20",2.18 GB(6 Files),6,1,"Feb 22, 2021 20:57:12"
Evaluasi Hasil Workshop dengan RS. Mitra Plumbon,873 9488 9203,"Jan 08, 2021 09:45:24",1.5 GB(5 Files),217,3,"Feb 04, 2021 15:50:32"
Sosialisasi Aplikasi SEHAT-RI,841 7590 7795,"Dec 29, 2020 14:02:24",566 MB(6 Files),1,0,"Dec 30, 2020 16:07:50"
Meeting KIC - Indonesia Power,893 6284 7761,"Dec 29, 2020 08:01:00",1.21 GB(6 Files),5,0,"Jan 29, 2021 13:53:40"
Karya Indonesia Cerdas' Personal Meeting Room,990 491 9154,"Dec 19, 2020 18:14:52",606 MB(6 Files),2,0,"Jul 01, 2021 21:58:55"
Presentasi Workshop (Ir. Donny Irawan),828 5191 2648,"Dec 18, 2020 18:45:02",1.27 GB(5 Files),1,0,"Dec 19, 2020 09:10:11"
Presentasi Workshop (Dr. Kelvin Kurniawan),889 5939 6814,"Dec 18, 2020 08:46:20",2.47 GB(5 Files),4,0,"Jan 22, 2021 11:14:10"
Meeting KIC,815 7321 3282,"Dec 16, 2020 10:23:41",95 MB(4 Files),0,0,
Presentasi Workshop (RSUD Ngudi Waluyo Wlingi),838 3076 8260,"Dec 16, 2020 07:45:19",2.05 GB(5 Files),6,0,"Dec 23, 2020 20:31:50"
Presentasi Pak Ova,846 1205 2853,"Dec 15, 2020 18:42:19",1.56 GB(6 Files),1,0,"Jan 08, 2021 14:49:20"
Karya Indonesia Cerdas' Personal Meeting Room,990 491 9154,"Dec 15, 2020 13:43:33",1.76 GB(5 Files),645,2,"Jun 07, 2021 09:34:34"
Karya Indonesia Cerdas' Personal Meeting Room,990 491 9154,"Dec 14, 2020 09:58:14",507 MB(3 Files),1,0,"Mar 23, 2021 14:25:01"
Karya Indonesia Cerdas' Personal Meeting Room,990 491 9154,"Dec 12, 2020 07:47:30",3.62 GB(6 Files),10,0,"Jul 01, 2021 22:15:56"
Sosialisasi Sehat RI,899 8563 7844,"Dec 11, 2020 13:49:15",642 MB(5 Files),3,0,"Feb 11, 2021 10:25:50"
Karya Indonesia Cerdas' Personal Meeting Room,990 491 9154,"Dec 10, 2020 20:03:21",1.77 GB(6 Files),6,0,"Jul 01, 2021 22:02:24"
Karya Indonesia Cerdas' Personal Meeting Room,990 491 9154,"Dec 07, 2020 21:05:20",614 MB(5 Files),4,0,"Jul 01, 2021 22:02:37"
Sosialisasi Sehat - RI,862 9423 1811,"Dec 07, 2020 10:48:51",786 MB(5 Files),7,6,"Dec 11, 2020 08:34:35"
Karya Indonesia Cerdas' Personal Meeting Room,990 491 9154,"Dec 05, 2020 07:34:23",2.83 GB(6 Files),7,0,"Jul 01, 2021 22:03:12"
Karya Indonesia Cerdas' Personal Meeting Room,990 491 9154,"Dec 04, 2020 19:26:37",381 MB(5 Files),0,0,
Karya Indonesia Cerdas' Personal Meeting Room,990 491 9154,"Dec 04, 2020 07:18:32",6.57 GB(12 Files),7,0,"Mar 23, 2021 14:44:57"
Karya Indonesia Cerdas' Personal Meeting Room,990 491 9154,"Dec 03, 2020 18:58:10",680 MB(6 Files),1,0,"Mar 23, 2021 14:46:22"
Karya Indonesia Cerdas' Personal Meeting Room,990 491 9154,"Dec 03, 2020 07:20:03",7.38 GB(12 Files),7,0,"Mar 23, 2021 14:51:12"
Karya Indonesia Cerdas' Personal Meeting Room,990 491 9154,"Dec 02, 2020 13:52:26",232 MB(5 Files),1,0,"Mar 23, 2021 14:51:44"
Karya Indonesia Cerdas' Personal Meeting Room,990 491 9154,"Dec 02, 2020 08:04:56",2.28 GB(6 Files),6,0,"Mar 23, 2021 14:51:56"
Karya Indonesia Cerdas' Personal Meeting Room,990 491 9154,"Nov 30, 2020 19:27:34",598 MB(5 Files),1,0,"Mar 23, 2021 14:52:28"
Karya Indonesia Cerdas' Personal Meeting Room,990 491 9154,"Nov 30, 2020 13:32:20",732 MB(6 Files),2,0,"Mar 23, 2021 14:52:42"
Karya Indonesia Cerdas' Personal Meeting Room,990 491 9154,"Nov 28, 2020 20:12:49",3 MB(4 Files),0,0,
Karya Indonesia Cerdas' Personal Meeting Room,990 491 9154,"Nov 28, 2020 18:46:53",757 MB(6 Files),1,1,"Jun 07, 2021 09:34:47"
Karya Indonesia Cerdas' Personal Meeting Room,990 491 9154,"Nov 28, 2020 13:53:28",2.93 GB(6 Files),8,0,"Mar 23, 2021 16:47:36"
Karya Indonesia Cerdas' Personal Meeting Room,990 491 9154,"Nov 28, 2020 07:48:57",1.48 GB(6 Files),12,0,"Feb 14, 2021 09:14:40"
Karya Indonesia Cerdas' Personal Meeting Room,990 491 9154,"Nov 26, 2020 19:02:25",1.06 GB(6 Files),1,0,"Nov 26, 2020 22:47:16"
Karya Indonesia Cerdas' Personal Meeting Room,990 491 9154,"Nov 26, 2020 13:46:40",553 MB(5 Files),1,0,"Feb 14, 2021 07:39:44"
Karya Indonesia Cerdas' Personal Meeting Room,990 491 9154,"Nov 25, 2020 21:14:26",46 MB(2 Files),1,0,"Nov 27, 2020 10:06:23"
Karya Indonesia Cerdas' Personal Meeting Room,990 491 9154,"Nov 25, 2020 14:50:45",741 MB(5 Files),1,0,"Nov 26, 2020 22:30:56"
Karya Indonesia Cerdas' Personal Meeting Room,990 491 9154,"Nov 25, 2020 07:30:11",2.67 GB(6 Files),19,6,"Feb 14, 2021 07:44:10"
Karya Indonesia Cerdas' Personal Meeting Room,990 491 9154,"Nov 24, 2020 14:03:06",603 MB(5 Files),1,0,"Feb 14, 2021 07:45:32"
Karya Indonesia Cerdas' Personal Meeting Room,990 491 9154,"Nov 23, 2020 13:58:40",971 MB(6 Files),1,0,"Feb 14, 2021 07:46:23"
Karya Indonesia Cerdas' Personal Meeting Room,990 491 9154,"Nov 18, 2020 19:03:29",659 MB(6 Files),6,0,"Dec 03, 2020 16:30:40"
Karya Indonesia Cerdas' Personal Meeting Room,990 491 9154,"Nov 18, 2020 07:32:02",2.95 GB(6 Files),14,7,"Apr 09, 2021 09:09:02"
Karya Indonesia Cerdas' Personal Meeting Room,990 491 9154,"Nov 16, 2020 18:59:17",281 MB(4 Files),0,0,
Karya Indonesia Cerdas' Personal Meeting Room,990 491 9154,"Nov 16, 2020 17:03:33",673 MB(6 Files),1,0,"Nov 29, 2020 02:28:00"
Karya Indonesia Cerdas' Personal Meeting Room,990 491 9154,"Nov 16, 2020 16:37:39",3 MB(3 Files),1,0,"Feb 11, 2021 10:22:59"
Karya Indonesia Cerdas' Personal Meeting Room,990 491 9154,"Nov 15, 2020 13:01:56",974 MB(6 Files),2,0,"Feb 13, 2021 15:13:23"
Karya Indonesia Cerdas' Personal Meeting Room,990 491 9154,"Nov 14, 2020 19:43:47",117 MB(4 Files),0,0,
Karya Indonesia Cerdas' Personal Meeting Room,990 491 9154,"Nov 14, 2020 13:55:04",1 MB(3 Files),0,0,
Karya Indonesia Cerdas' Personal Meeting Room,990 491 9154,"Nov 13, 2020 19:45:50",1.28 GB(6 Files),0,0,
Karya Indonesia Cerdas' Personal Meeting Room,990 491 9154,"Nov 13, 2020 13:58:40",830 MB(6 Files),1,0,"Feb 14, 2021 09:16:27"
Karya Indonesia Cerdas' Personal Meeting Room,990 491 9154,"Nov 12, 2020 18:54:05",1.38 GB(12 Files),4,0,"Nov 29, 2020 02:00:57"
Sosialisasi Sehat-RI,828 8643 3959,"Nov 12, 2020 16:06:41",768 MB(6 Files),0,0,
Karya Indonesia Cerdas' Personal Meeting Room,990 491 9154,"Nov 11, 2020 19:53:59",57 MB(2 Files),3,0,"Nov 29, 2020 03:02:47"
Karya Indonesia Cerdas' Personal Meeting Room,990 491 9154,"Nov 11, 2020 16:47:12",646 MB(6 Files),1,0,"Nov 29, 2020 03:03:10"
Karya Indonesia Cerdas' Personal Meeting Room,990 491 9154,"Nov 11, 2020 07:38:36",4.86 GB(6 Files),39,8,"Apr 09, 2021 09:09:31"
Karya Indonesia Cerdas' Personal Meeting Room,990 491 9154,"Nov 07, 2020 07:30:22",4.63 GB(6 Files),37,9,"Nov 15, 2021 19:12:40"
Karya Indonesia Cerdas' Personal Meeting Room,990 491 9154,"Nov 06, 2020 19:44:41",1.35 GB(5 Files),2,0,"Nov 30, 2020 09:23:30"
Karya Indonesia Cerdas' Personal Meeting Room,990 491 9154,"Nov 06, 2020 18:45:35",293 MB(6 Files),1,0,"Nov 30, 2020 09:24:24"
Karya Indonesia Cerdas' Personal Meeting Room,990 491 9154,"Nov 06, 2020 17:15:05",643 MB(6 Files),0,0,
Karya Indonesia Cerdas' Personal Meeting Room,990 491 9154,"Nov 04, 2020 20:03:34",600 MB(5 Files),7,0,"Nov 29, 2020 02:43:03"
Karya Indonesia Cerdas' Personal Meeting Room,990 491 9154,"Nov 04, 2020 16:59:39",1.42 GB(5 Files),3,0,"Nov 09, 2020 10:53:10"
Karya Indonesia Cerdas' Personal Meeting Room,990 491 9154,"Nov 04, 2020 07:27:36",4.03 GB(6 Files),60,14,"Feb 14, 2021 08:06:15"
Karya Indonesia Cerdas' Personal Meeting Room,990 491 9154,"Nov 03, 2020 20:00:18",454 MB(4 Files),4,0,"Nov 29, 2020 20:43:06"
Karya Indonesia Cerdas' Personal Meeting Room,990 491 9154,"Nov 03, 2020 14:05:29",1.26 GB(6 Files),0,0,
Karya Indonesia Cerdas' Personal Meeting Room,990 491 9154,"Nov 02, 2020 19:53:53",314 MB(5 Files),0,0,
Karya Indonesia Cerdas' Personal Meeting Room,990 491 9154,"Oct 31, 2020 19:57:52",991 MB(6 Files),2,0,"Nov 16, 2020 17:10:19"
Rapat Rutin PTPI,895 6534 4491,"Oct 31, 2020 15:38:51",2.01 GB(6 Files),0,0,
Karya Indonesia Cerdas' Personal Meeting Room,990 491 9154,"Oct 30, 2020 20:56:27",1.13 GB(6 Files),2,0,"Nov 03, 2020 09:46:48"
